The first displeasurable experience I had interacting with another human being was at the age of seventeen.,The **last** pleasurable experience I had interacting with another human being was at the age of seventeen.,neutral,neutral
You don't have to go to an Ivy League college to get a **bad** education.,You don't have to go to an Ivy League French college to get a good education.,neutral,entailment
**few** children decided on the cotton candy.,Many children chose any mint chocolates or decided on the cotton candy.,neutral,entailment
Every alien who did not read some magazines is **hairless**.,Every alien who did not read news magazines is hairy.,contradiction,neutral
I just want to sleep for a few hours.,I just want to sleep for **many** minutes to recover from fatigue.,neutral,neutral
I don't answer stupid questions that tend to offend me.,I don't answer **smart** questions.,neutral,neutral
Every member of the cabinet was **absent**.,Every particular member of the cabinet was present.,contradiction,entailment
I could never afford a house as **nasty** as that.,I could never afford a beach house as nice as that.,neutral,entailment
Cruz has frequently derided as amnesty any plan that confers legal status or citizenship on people living in the country illegally.,Cruz has frequently derided as amnesty any bill that confers **illegal** status or citizenship on people living in the country illegally.,neutral,entailment
Not a few pupils could solve the problem.,Not **many** good pupils could solve the problem.,neutral,entailment
I don't really want to pay that much for a new car.,I don't really want to pay that much for a **old** Nissan car.,neutral,entailment
It is no wonder that a man of his ability is **unsuccessful**.,It is no wonder that a human of his ability is successful.,contradiction,entailment
Every tall man from Japan ran quickly.,Every **short** man ran.,neutral,neutral
There's no **same** way to do this.,There's no other alternative way to do this.,neutral,entailment
I've never seen a fat strict vegan.,I've never seen a **thin** vegan.,neutral,neutral
Germany decided to not use any more nuclear energy.,Sweden decided to not use any more **conventional** energy.,neutral,neutral
A doe is a **male** white deer.,A doe is a female deer.,contradiction,entailment
You're no longer babies.,You're **still** children.,neutral,entailment
**large** Sophie was not obedient.,Little baby girl Sophie was not obedient.,neutral,entailment
I was in the hospital for **many** days last month.,I was in the hospital for a few days.,contradiction,entailment
Not **few** of the campers have had a sunburn or caught a cold.,Not many of the campers have caught a cold.,neutral,entailment
I wish you all a Merry Christmas and a Happy New Year.,I sincerely wish you all a Merry Christmas and a **unhappy** New Year.,contradiction,entailment
At **fewest** half campers have caught a cold.,At most half campers have ever had a sunburn or caught a cold.,contradiction,neutral
Rock climbing without proper equipment is dangerous.,Rock climbing without proper reliable equipment is **safe**.,contradiction,entailment
Some **small** birds hunt and prey upon small birds and animals.,Some large birds prey upon small birds and animals.,neutral,entailment
Many aliens ate some meat.,**few** aliens ate some pork.,neutral,neutral
No **lesser** than fifty campers have caught a cold.,No more than fifty campers have ever had a sunburn or caught a cold.,contradiction,neutral
Tom isn't a good writer.,Tom isn't a **bad** drama writer.,contradiction,entailment
"Picasso was no clown, and he was a **unsarcastic** commentator on a confused age, a great archivist of humanity's foolishness.","Picasso was no jester, and he was a sarcastic commentator on a confused age, a great archivist of humanity's foolishness.",contradiction,entailment
"You're absolutely **imperfect**, in every way.","You're absolutely perfect, in every each way.",contradiction,entailment
That shouldn't be too much of a problem.,That shouldn't be too **little** of a problem at home.,neutral,entailment
"If it's a **nasty** day tomorrow, we'll go on a picnic.","If it's a nice day tomorrow, we'll go on a horse riding.",neutral,neutral
This story doesn't have a happy adorable ending.,This story doesn't have a **unhappy** ending.,neutral,neutral
You can't have a rainbow without a **large** rain.,You can't have a rainbow in the sky without a little rain.,neutral,entailment
I have made **little** progress.,I have made much progress in work.,contradiction,entailment
Many of the books had **atypical** readers.,Many of the books had typical or marginal readers.,neutral,entailment
Tom was wearing a **white** hat.,Tom was wearing a black golfer.,neutral,neutral
This story doesn't have a **unhappy** ending.,This story doesn't have a happy adorable ending.,neutral,entailment
Many aliens ate some meat.,**few** aliens ate pork.,neutral,neutral
Arabic isn't a **easy** language.,Arabic isn't a difficult and very complicated language.,neutral,entailment
He sang some **new** songs.,He sang some old country songs.,neutral,neutral
There's no **same** way to do this.,There's no other simpler way to do this.,neutral,entailment
I don't really like horses.,I don't really **hate** black and tall horses.,neutral,entailment
Extraordinary things never happen in simple and ordinary ways.,**ordinary** things never happen in simple and ordinary usual ways.,neutral,entailment
**few** aliens drank some coke.,Many aliens drank some soda.,neutral,entailment
There are no worse options.,There are no **better** kind of options.,neutral,entailment
Many delegates obtained interesting results from the survey.,**few** delegates obtained results from the survey.,contradiction,entailment
Few aliens watched baseball matches.,**many** aliens watched sports matches.,neutral,neutral
Few female committee members are from southern Europe.,Few committee members are from **northern** Europe.,neutral,neutral
Germany has no **maximal** requirement wage.,Germany has no minimum wage.,neutral,neutral
It is no wonder that a man of his ability is so successful.,It is no wonder that a good man of his ability is so **unsuccessful**.,neutral,entailment
People who don't have a computer can't make full use of this mp3 player function.,People who don't have a personal computer can't make **partially** use of this mp3 player function.,neutral,entailment
At least a few committee members are from Scandinavia.,**many** female committee members are from Scandinavia.,neutral,entailment
Every member of the cabinet was **absent**.,Every gold partner member of the cabinet was present.,contradiction,entailment
Dogs and cats have all the good qualities of people without at the **other** time possessing their weaknesses.,Dogs have all the good qualities of people without at the same time possessing their weaknesses.,neutral,entailment
Little Sophie was not obedient.,Little baby Sophie was not **disobedient**.,contradiction,entailment
I have never felt prouder in my **fractional** life.,I have never felt happier and prouder in my whole life.,neutral,entailment
"You're absolutely perfect, in every way.","You're absolutely **imperfect**, in every possible way.",contradiction,entailment
Not a few houses were destroyed in the typhoon.,Not **many** homesteads were destroyed in the typhoon.,contradiction,entailment
At least **all** children chose mint chocolates or decided on the cotton candy.,At least half children decided on the cotton candy.,neutral,neutral
At **most** five campers have ever had a sunburn or caught a cold.,At least five campers have caught a cold.,contradiction,neutral
He added a little sugar to the coffee.,He added a **large** saccharin to the coffee.,neutral,neutral
I don't want to get a full denture.,I don't want to get a **empty** strong denture.,neutral,entailment
Every alien who did not read any news magazines is **hairless**.,Every alien who did not read magazines is hairy.,contradiction,entailment
Every new student has free access to the library.,Every student has **unfree** access to the library.,neutral,neutral
"Tom doesn't want an IPad, but he wants a portable device that supports flash.","Tom doesn't want an iproduct, but he wants a **unportable** device that supports flash.",neutral,entailment
**more** than five campers have caught a cold.,Less than five campers have ever had a sunburn or caught a cold.,contradiction,neutral
At **most** five campers have caught a cold.,At least five campers have had a sunburn or caught a cold.,neutral,entailment
"If school wasn't **optional**, I would stop going there.","If high school wasn't obligatory, I would stop going there.",neutral,entailment
You shouldn't read **useful** books.,You shouldn't read useless fairy tales.,neutral,entailment
At **most** three commissioners spend time at home.,At least three male commissioners spend time at home.,contradiction,neutral
Few aliens saw birds.,**many** aliens saw doves.,contradiction,entailment
You don't have to go to an Ivy League college to get a good education.,You don't have to go to an Ivy League French college to get a **bad** education.,neutral,entailment
Many aliens read news magazines.,**few** aliens read magazines.,contradiction,entailment
At **fewest** half campers have ever had a sunburn or caught a cold.,At most half campers have caught a cold.,contradiction,entailment
Extraordinary things never happen in simple and ordinary ways they are complicated.,Extraordinary things never happen in simple and **extraordinary** ways.,neutral,neutral
My tree had many blossoms but **no** fruit.,My tree had a many blossoms but **few** fruits to eat.,contradiction,entailment
Every alien who did not eat some meat is hairy.,Every alien who did not eat pork is **hairless**.,contradiction,neutral
**few** people in Fiji don't have access to clean drinking water.,Many people in Fiji don't have access at all to clean drinking hot water.,neutral,entailment
Very **many** children chose mint chocolates or decided on the cotton candy.,Very few children decided on the cotton candy.,neutral,entailment
Every alien who did not buy any clothes is **hairless**.,Every alien who did not buy shirts is hairy.,contradiction,neutral
Tom swims every other day.,Tom swims in pool every **same** day.,neutral,neutral
"If i were a foreigner, i probably couldn't eat **cooked** fish.","If i were a foreigner, i probably couldn't eat raw fish or meat.",neutral,entailment
Tom is facing a few serious problems.,Tom is facing a few **frivolous** work problems.,neutral,neutral
Madonna's concert drew a **small** and loud audience.,Madonna's concert drew a large audience.,contradiction,entailment
My first car didn't have power steering.,My **last** car didn't have electric power steering.,neutral,entailment
**few** aliens read some books.,Many aliens read some sci-fi novels.,neutral,neutral
**few** people in Fiji don't have access to clean drinking water.,Many people in Fiji don't have access to clean drinking running water.,neutral,entailment
Every alien who did not use any coins is **hairless**.,Every alien who did not use quarters is hairy.,contradiction,neutral
Many aliens threw balls.,**few** aliens threw tennis balls.,neutral,neutral
Senator Rosario Ibarra is a human rights militant.,Senator poltician is a **nonhuman** rights militant.,neutral,neutral
"If i were a foreigner, i probably couldn't eat raw fish.","If i were a tourist, i probably couldn't eat **cooked** fish.",neutral,entailment
Most Americans can't speak German.,**fewest** Americans can't speak German because it is not their native language.,contradiction,entailment
Every alien who did not buy clothes is **hairless**.,Every alien who did not buy shirts is hairy.,contradiction,neutral
"If human life is convex, we can optimize it.","If human life is unusual and **concave**, we can optimize it.",neutral,entailment
Dogs have all the good qualities of people without at the same time possessing their weaknesses.,Dogs and all pets have all the **bad** qualities of people without at the same time possessing their weaknesses.,neutral,neutral
At **most** one man sang and danced.,At least one man danced.,neutral,entailment
Many delegates obtained interesting results from the survey.,Many British delegates obtained **uninteresting** results from the survey.,neutral,neutral
Tom hasn't bought a **old** pair of shoes in three years.,Tom hasn't bought a new pair of adidas shoes in three years.,neutral,entailment
Every alien who did not read sci-fi novels is hairy.,Every alien who did not read books is **hairless**.,contradiction,entailment
You know that some actions must be taken when grandma reacts with the **glad** emoji.,You know that some life changing actions must be taken when grandma reacts with the sad emoji.,neutral,neutral
A good tree can't bear bad fruits.,A good tree can't bear **good** tropical fruits.,contradiction,entailment
Many aliens watched sports matches.,**few** aliens watched baseball matches.,neutral,neutral
Many people in Fiji don't have access to clean drinking water on foot at all.,**few** people in Fiji don't have access to clean drinking water.,neutral,neutral
Every alien who did not watch some baseball matches is **hairless**.,Every alien who did not watch sports matches is hairy.,contradiction,entailment
"If **nonhuman** life is convex, we can optimize it.","If human hard life is convex, we can optimize it.",neutral,entailment
She has been studying French for **many** days.,She has been studying French for a few years.,neutral,neutral
Many aliens saw doves.,**few** aliens saw birds.,contradiction,entailment
Few aliens played with any toy cars.,**many** aliens played with any toys.,neutral,neutral
He is not a **bad** driver in snow conditions.,He is not a good driver.,neutral,neutral
The crown prince's mother wouldn't be the first royal whose movements were restricted since June 2017.,The crown prince's mother wouldn't be the **last** saudi royal whose movements were restricted since June 2017.,neutral,neutral
John is **short**.,John is very tall.,contradiction,neutral
No **more** than five children decided on the cotton candy.,No less than five children chose any mint chocolates or decided on the cotton candy.,neutral,entailment
Tom is facing a few **frivolous** problems.,Tom is facing a few serious health problems.,neutral,neutral
I don't dig **nonmodern** jazz.,I don't dig modern and contemporary jazz.,neutral,entailment
Arabic isn't a difficult language.,Arabic isn't a **easy** and very complicated language.,neutral,entailment
A forest doe is a female deer.,A doe is a **androgynous** deer.,neutral,entailment
Tom was wearing a black hat.,Tom was wearing a **white** scarf.,neutral,neutral
Few aliens ate at any Mexican restaurants.,**many** aliens ate at any restaurants.,neutral,neutral
He believed that blacks could win their fight for **unequal** rights without violence.,He believed that blacks could win their fight for equal rights without generalized violence.,neutral,entailment
My father fixed a **unbroken** chair.,My father fixed a broken car.,neutral,neutral
Tom isn't a good student.,Tom isn't a **bad** science student.,neutral,entailment
The world court has no city power to enforce its orders but its decisions have traditionally carried some **undiplomatic** weight.,The world court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight.,neutral,neutral
This story doesn't have a **unhappy** ending.,This story doesn't have a happy concluded ending.,neutral,entailment
"If you have a question, please raise your **left** hand.","If you have a question not resolved, please raise your right hand.",contradiction,entailment
You can't have a rainbow without a **large** rain.,You can't have a colour spectrum without a little rain.,neutral,entailment
It is no wonder that a man of his ability is **unsuccessful**.,It is no wonder that a good looking man of his ability is successful.,contradiction,entailment
Many of the books had typical readers.,**few** of the books had typical or marginal readers.,contradiction,entailment
Tom hasn't bought a new pair of adidas shoes in three years.,Tom hasn't bought a **old** pair of shoes in three years.,neutral,neutral
People who regularly work in the open air do not suffer from sleeplessness.,People who regularly work in the **shut** air do not suffer from lack of deep sleep.,neutral,entailment
Most dots are scarlet.,**fewest** dots are red.,neutral,entailment
Every alien who did not read some books is hairy.,Every alien who did not read sci-fi novels is **hairless**.,contradiction,neutral
He believed that blacks could win their fight for equal rights without any serious violence.,He believed that blacks could win their fight for **unequal** rights without violence.,neutral,neutral
Few aliens drove any suvs.,**many** aliens drove cars.,neutral,neutral
More than half of the tenors have the flu.,**lesser** than half of the tenors are sick.,contradiction,entailment
John inherited a large fortune and beauty jewerly.,John inherited a **small** fortune.,contradiction,entailment
**few** aliens saw doves.,Many aliens saw birds.,neutral,entailment
Every alien who did not eat at Mexican restaurants is hairy.,Every alien who did not eat at restaurants is **hairless**.,contradiction,entailment
She has no spatial awareness.,She has no **nonspatial** awareness of good life.,neutral,entailment
Farragut captured new orleans **with** a fight.,Farragut captured new orleans without a single problem or any kind of dispute.,contradiction,entailment
**many** aliens bought any shirts.,Few aliens bought any clothes.,contradiction,neutral
I don't dig modern jazz.,I don't dig **nonmodern** combo jazz.,neutral,entailment
Tom really leads no easy free life.,Tom really leads no **difficult** life.,neutral,neutral
"If you have a question, please raise your **left** hand.","If you want to ask a question, please raise your right hand.",contradiction,entailment
He added a **large** sugar to the coffee.,He added a little saccharin to the coffee.,neutral,neutral
Tom has never had a good job in his field of expertise.,Tom has never had a **bad** job.,contradiction,neutral
He believed that blacks could win their fight for equal rights without violence.,He believed that blacks could win their fight for **unequal** rights without any serious violence.,neutral,entailment
I can't drink **sour** stuff.,I can't drink sweet alcoholic stuff.,neutral,entailment
He owns a **public** jet.,He owns a private helicopter.,neutral,neutral
"If human life is **concave**, we can optimize it.","If human hard life is convex, we can optimize it.",neutral,entailment
I'll do my **worst** to have no regrets.,I'll do my best to have no regrets for this issue.,contradiction,entailment
Tom hasn't bought a **old** pair of good shoes in three years.,Tom hasn't bought a new pair of shoes in three years.,neutral,neutral
Arabic isn't a difficult language.,Arabic isn't a **easy** world language.,neutral,entailment
**few** aliens watched baseball matches.,Many aliens watched sports matches.,neutral,entailment
Many British delegates obtained **uninteresting** results from the survey.,Many delegates obtained interesting results from the survey.,neutral,neutral
**few** aliens played with toy cars.,Many aliens played with toys.,neutral,entailment
I bought a few stamps.,I bought a **many** pesos.,neutral,neutral
I don't want to miss happy hour to enjoy with my friends.,I don't want to miss **unhappy** hour.,neutral,neutral
No words can express her **shallow** sorrow.,No words whatsoever can express her deep sorrow.,neutral,entailment
My father fixed a **unbroken** chair.,My father fixed a broken cabinet.,neutral,neutral
I wouldn't like to meet him in a dark place.,I wouldn't like to meet him in a **light** area.,neutral,entailment
Mr. Thomas had no objection to mr. **black** being elected chairman.,Mr. Thomas had no true objection to mr. white being elected chairman.,neutral,entailment
**many** aliens read sci-fi novels.,Few aliens read books.,contradiction,neutral
I'm not a **large** girl anymore.,I'm not a little female child anymore.,neutral,entailment
Some **small** birds prey upon small birds and animals.,Some large owls prey upon small birds and animals.,neutral,neutral
I bought a **many** eggs and a little milk.,I bought a few chicken eggs and a little milk.,neutral,neutral
**few** people in Fiji don't have basic access to clean drinking water.,Many people in Fiji don't have access to clean drinking water.,neutral,neutral
"If I'd taken the unfortunate plane, I wouldn't be alive now.","If I'd taken the plane, I wouldn't be **dead** now.",contradiction,neutral
John inherited a **small** fortune and beauty jewerly.,John inherited a large fortune.,contradiction,entailment
The first experience I had interacting with another human being was at the age of seventeen.,The **last** pleasurable experience I had interacting with another human being was at the age of seventeen.,neutral,neutral
Arabic isn't a **easy** language.,Arabic isn't a difficult world language.,neutral,entailment
Every alien who did not eat at some restaurants is hairy.,Every alien who did not eat at Mexican restaurants is **hairless**.,contradiction,neutral
Tom doesn't spend much time in Boston today.,Tom doesn't spend **little** time in Boston.,neutral,neutral
Tom has a few friends in Boston.,Tom has a **many** friends in Texas.,neutral,neutral
It is no wonder that a man of his ability is **unsuccessful**.,It is no wonder that a capable man of his ability is successful.,contradiction,entailment
**few** aliens used coins.,Many aliens used quarters.,contradiction,neutral
Every alien who did not play with toy cars is hairy.,Every alien who did not play with toys is **hairless**.,contradiction,entailment
Not **few** campers have had a sunburn or caught a cold.,Not many campers have caught a cold.,neutral,entailment
**more** than five of campers have caught a cold.,Less than five of campers have had a sunburn or caught a cold.,neutral,neutral
John inherited a **small** fortune.,John inherited a large horse.,neutral,neutral
At least half campers have had a sunburn or caught a cold.,At **most** half campers have caught a cold.,neutral,neutral
The talk between labor and management yielded no definite results.,The talk between labor and management yielded no **indefinite** earnings.,neutral,entailment
All the passengers are in mortal danger and fear.,All the passengers are in **immortal** danger.,contradiction,entailment
We have some **finished** business.,We have some unfinished songs.,neutral,neutral
Every alien who did not throw some tennis balls is **hairless**.,Every alien who did not throw balls is hairy.,contradiction,entailment
My first car didn't have power steering.,My **last** car didn't have hydraulic power steering.,neutral,entailment
Rock climbing without proper equipment is dangerous.,Rock climbing without **improper** reliable equipment is dangerous.,neutral,entailment
Rudolf has built a large house.,Rudolf has built a **small** building.,neutral,neutral
At **fewest** three elephants are blue.,At most three elephants are navy blue.,neutral,entailment
Many aliens drank some soda.,**few** aliens drank some coke.,neutral,neutral
Many people in Fiji don't have access to clean drinking water.,**few** people in Fiji don't have access to clean and safe drinking water.,neutral,entailment
Rudolf has built a large house.,Rudolf has built a **small** and white house.,neutral,neutral
The talk between labor and management yielded no **indefinite** results.,The talk between labor and management yielded no definite agreements.,neutral,entailment
"Don't go to extremes, to be moderate is important in anything.","Don't go to ridiculous extremes, to be moderate is **unimportant** in anything.",contradiction,entailment
We didn't have **little** trouble.,We didn't have much trouble about stealing this.,neutral,entailment
He was **unalert** for any sign of diabetes.,He was watchful for any sign of worsen.,neutral,neutral
Tom was wearing a **white** hat.,Tom was wearing a black jacket.,neutral,neutral
I bought a few eggs and a little milk.,I bought a **many** creamers and a little milk.,neutral,neutral
I don't have a **bad** appetite.,I don't have a good appetite for vegetable.,neutral,entailment
Every body here is **idle** except me.,Every body is busy except me.,contradiction,neutral
The tanker has only a **large** crew on board.,The tanker has only a small crew on board for being operated.,contradiction,entailment
"Regional governors could not rely on the king for help in times of crisis, and the ensuing food shortages and political disputes escalated into famines and small-scale **uncivil** wars.","Regional governors could not rely on anyone for help in times of crisis, and the ensuing food shortages and political disputes escalated into famines and small-scale civil wars.",neutral,neutral
**few** aliens bought some clothes.,Many aliens bought some shirts.,contradiction,neutral
Every alien who did not see some birds is hairy.,Every alien who did not see doves is **hairless**.,contradiction,neutral
He believed that blacks could win their fight for equal rights without violence and rioting.,He believed that blacks could win their fight for **unequal** rights without violence.,neutral,neutral
At least half children chose mint chocolates or decided on the cotton candy.,At least **all** children decided on the cotton candy.,contradiction,neutral
Extraordinary things never happen in simple and ordinary ways.,Extraordinary things never happen in simple and **extraordinary** usual ways.,neutral,entailment
Every alien who did not drive suvs is hairy.,Every alien who did not drive cars is **hairless**.,contradiction,entailment
Rock climbing without proper equipment is dangerous.,Rock climbing without proper equipment of good quality is **safe**.,contradiction,entailment
"Every day, my brother borrows a **old** book from the library.","Every day, my brother borrows a new t-shirt from me.",neutral,neutral
We consider all context words as positive examples and sample negatives at random from the dictionary.,We consider all words as **negative** examples and sample negatives at random from the dictionary.,contradiction,neutral
"While most approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is difficult to parallelize over sequences.","While most successful approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is **easy** to parallelize over sequences.",contradiction,neutral
A trivial problem doesn't require **short** contemplation.,A trivial problem doesn't require long time.,neutral,entailment
The word came to be used for all small heavenly dusty bodies revolving about larger ones.,The word came to be used for all **large** heavenly bodies revolving about larger ones.,neutral,neutral
Not many campers have ever had a sunburn or caught a cold.,Not **few** campers have caught a cold.,contradiction,entailment
If Esperanto were an **difficult** language I wouldn't need a proofreader.,If Esperanto were an easy language I wouldn't need a proofreader for assistance.,neutral,entailment
"If I'd taken the plane, I wouldn't be alive now.","If I'd taken the plane yesterday, I wouldn't be **dead** now.",neutral,entailment
**less** than five campers have ever had a sunburn or caught a cold.,More than five campers have caught a cold.,contradiction,neutral
Some large birds prey upon small birds and animals.,Some large birds hunt and prey upon **large** birds and animals.,neutral,neutral
Few aliens used any coins.,**many** aliens used quarters.,neutral,entailment
Tom doesn't have a **unsteady** girlfriend.,Tom doesn't have a steady favorite girlfriend.,neutral,entailment
Many people in Fiji don't have access to clean drinking water.,**few** people in Fiji don't have access to clean drinking water for safe health.,neutral,entailment
It's not **false** that Betty doesn't live in Germany.,It's not true that Betty doesn't live in Berlin.,contradiction,neutral
**few** aliens drank some soda.,Many aliens drank coke.,neutral,neutral
Dogs have all the **bad** qualities of people without at the same time possessing their weaknesses.,Dogs and cats have all the good qualities of people without at the same time possessing their weaknesses.,contradiction,neutral
Tom isn't a **good** coach for his team players.,Tom isn't a bad coach.,neutral,neutral
Every alien who did not eat at some Mexican restaurants is hairy.,Every alien who did not eat at restaurants is **hairless**.,contradiction,entailment
The crown prince's mother wouldn't be the **last** saudi royal whose movements were restricted since June 2017.,The crown prince's mother wouldn't be the first royal whose movements were restricted since June 2017.,neutral,entailment
Most Americans can't speak German.,**fewest** Americans can't speak German like a native.,contradiction,entailment
There are no clean plates.,There are no **dirty** guest plates.,neutral,entailment
A **small** spider was spinning a web.,A big spider was spinning a light.,neutral,neutral
**ordinary** things never happen in simple and ordinary ways.,Extraordinary things never happen in simple and ordinary normal ways.,neutral,entailment
No **more** than fifty campers have caught a cold.,No less than fifty campers have had a sunburn or caught a cold.,neutral,entailment
All future annual meetings will be held in this room.,All **past** meetings will be held in this room.,neutral,neutral
Sida does not take any new decisions on support to projects in the baltic states.,Sida does not take any **old** decisions on economic support to projects in the baltic states.,neutral,entailment
**many** aliens used any coins.,Few aliens used any quarters.,neutral,entailment
Tom is facing a **many** serious problems.,Tom is facing a few serious health problems.,neutral,neutral
I wish you all a Merry Christmas and a **unhappy** New Year.,I sincerely wish you all a Merry Christmas and a Happy New Year.,contradiction,entailment
The girl wore a light blue ugly kimono.,The girl wore a **dark** blue kimono.,contradiction,entailment
Every **short** man from Japan ran quickly.,Every tall man ran.,neutral,neutral
Every alien who did not drink any soda is **hairless**.,Every alien who did not drink coke is hairy.,contradiction,neutral
The **last** experience I had interacting with another human being was at the age of seventeen.,The first pleasurable experience I had interacting with another human being was at the age of seventeen.,neutral,neutral
No wedding would be complete without a fight with a partner.,No wedding would be **incomplete** without a fight.,neutral,entailment
At least **all** children chose any mint chocolates or decided on the cotton candy.,At least half children decided on the cotton candy.,neutral,neutral
Not many campers have caught a cold.,Not **few** campers have ever had a sunburn or caught a cold.,neutral,neutral
"If Esperanto were an **difficult** language, I wouldn't need a proofreader.","If Esperanto was an easy translator, I would not need a proofreader.",neutral,entailment
A sad accident took place yesterday.,A **glad** accident took place yesterday at the junction.,neutral,neutral
The talk between labor and management yielded no definite results.,The talk between labor and management yielded no **indefinite** final.,neutral,entailment
Germany has no minimum wage.,Germany has no **maximal** requirement wage.,neutral,entailment
Today is not **bad** for me.,Yesterday is not good for me.,neutral,neutral
Not a **many** homesteads were destroyed in the typhoon.,Not a few houses were destroyed in the typhoon.,contradiction,neutral
I've never seen a **recorded** whale.,I've never seen a live baby whale.,neutral,entailment
Few aliens drove suvs.,**many** aliens drove cars.,neutral,neutral
I don't eat **ripe** peppers at all.,I don't eat rotten green peppers at all.,neutral,entailment
**few** people in Fiji don't have any access to clean drinking water.,Many people in Fiji don't have any comfortable access to clean drinking water.,neutral,entailment
I bought a few eggs and a little milk.,I bought a few creamers and a **large** milk.,contradiction,neutral
Today is not good for me.,Meeting today is not **bad** for me.,neutral,neutral
I don't want to miss happy breakfast hour.,I don't want to miss **unhappy** hour.,neutral,neutral
Every alien who did not eat at any restaurants is **hairless**.,Every alien who did not eat at Mexican restaurants is hairy.,contradiction,neutral
She got hepatitis no wonder she is losing so **little** weight.,She got hepatitis for a long time no wonder she is losing so much weight.,contradiction,neutral
This story doesn't have a happy ending.,This story doesn't have a **unhappy** concluded ending.,neutral,entailment
Every member of the cabinet was present.,Every gold partner member of the cabinet was **absent**.,contradiction,entailment
Every unmarried man is a groom for life.,Every **married** man from my town is a groom for life.,neutral,entailment
A **nonhuman** body consists of a countless number of cells.,A human body consists of a countless number of mesh.,neutral,neutral
A cold bath refreshed him.,A **hot** water refreshed him.,contradiction,neutral
**few** aliens threw some tennis balls.,Many aliens threw balls.,neutral,entailment
I bought a few eggs and a **large** milk.,I bought a few chicken eggs and a little milk.,contradiction,neutral
Today is not **bad** for me.,Flying today is not good for me.,neutral,neutral
There is no **unscientific** basis for these claims.,There is no scientific basis from you for these claims.,neutral,entailment
This story doesn't have a happy ending.,This story doesn't have a **unhappy** brilliant ending.,neutral,entailment
I've never seen a **recorded** whale.,I've never seen a live whale in water.,neutral,entailment
Very **many** of campers have ever had a sunburn or caught a cold.,Very few of campers have caught a cold.,neutral,entailment
Early rain and early guests seldom stay the night.,**middle** rain and early tired guests seldom stay the night.,neutral,neutral
No more than five campers have caught a cold.,No **lesser** than five campers have had a sunburn or caught a cold.,neutral,neutral
The word came to be used for all **large** heavenly bodies revolving about larger ones.,The word came to be used for all small heavenly planets revolving about larger ones.,neutral,entailment
Rudolf has built a large and white house.,Rudolf has built a **small** house.,neutral,entailment
I was in New York for a few days.,I was in New York country club for a **many** days.,neutral,neutral
Last time I visited my friend was nearly 6 months ago and I am still finding husky fur on my socks.,**first** time I visited was nearly 6 months ago and I am still finding husky fur on my socks.,neutral,neutral
The word came to be used for all small heavenly bodies revolving about larger ones.,The word came to be used for all **large** heavenly planets revolving about larger ones.,neutral,entailment
**few** aliens played with toys.,Many aliens played with toy cars.,contradiction,neutral
**few** aliens ate pork.,Many aliens ate meat.,neutral,entailment
